0.019054,0.173689,0.259039,0.110057,0.113013,0.111428,0.141994,0.098807,0.090858,0.068972,0.074997,2400
0.017905,0.153268,0.259725,0.124919,0.092344,0.108572,0.179039,0.117940,0.086144,0.065785,0.072801,2430
0.011082,0.092625,0.083699,0.053250,0.067955,0.064642,0.071346,0.038208,0.046758,0.039955,0.035163,1920
0.011082,0.092625,0.083699,0.053250,0.067955,0.064642,0.071346,0.038208,0.046758,0.039955,0.035163,1485
0.016497,0.054612,0.044671,0.035999,0.050665,0.052243,0.035503,0.034979,0.039986,0.760705,0.023540,2952
0.040262,0.073875,0.051395,0.050210,0.074277,0.058216,0.034176,0.058502,0.066190,0.054432,0.021449,3017
0.040262,0.073875,0.051395,0.050210,0.074277,0.058216,0.034176,0.058502,0.066190,0.054432,0.021449,2998
0.040262,0.073875,0.051395,0.050210,0.074277,0.058216,0.034176,0.058502,0.066190,0.054432,0.021449,3007
0.013868,0.078844,0.111691,0.096178,0.040806,0.060863,0.070504,0.031439,0.047646,0.029581,0.049775,2595
0.055235,0.134746,0.169876,0.128108,0.081748,0.162069,0.141057,0.060845,0.097937,0.069330,0.076006,2595
0.092370,0.205953,0.301076,0.164928,0.154739,0.195048,0.177987,0.118091,0.161757,0.120732,0.098166,2595
0.154737,0.271981,0.459306,0.204857,0.207162,0.225254,0.215483,0.157228,0.200558,0.147368,0.123996,2595
0.169841,0.348553,0.650361,0.246474,0.261430,0.266878,0.272490,0.201135,0.253112,0.184457,0.156105,2595
0.181948,0.436466,0.936871,0.279925,0.303621,0.308472,0.341231,0.243365,0.273933,0.209065,0.201529,2595
0.423758,0.497280,0.964909,0.312603,0.358863,0.331647,0.368796,0.287177,0.398978,0.232291,0.222679,2595
0.502413,0.552141,1.168189,0.343383,0.381064,0.370638,0.474283,0.361211,0.415467,0.238602,0.269018,2595
0.517518,0.628713,1.359244,0.385000,0.435333,0.412261,0.531290,0.405119,0.468021,0.275691,0.301126,2595
0.533604,0.705702,1.544183,0.427084,0.476417,0.456118,0.601441,0.439392,0.506822,0.299824,0.341543,2595
0.553739,0.771517,1.624638,0.471792,0.532060,0.490786,0.747306,0.481886,0.554356,0.333439,0.383204,2595
0.574290,0.822313,1.763545,0.492530,0.554457,0.560280,0.889233,0.497818,0.708610,0.341893,0.420903,2595
0.585314,0.905403,1.973966,0.549044,0.602608,0.604101,0.952121,0.536735,0.754321,0.373201,0.457012,2595
0.024793,0.083159,0.066150,0.060195,0.065369,0.039510,0.050208,0.053466,0.063592,0.048183,0.028944,2595
0.039898,0.159731,0.257205,0.101812,0.119637,0.081133,0.107215,0.097374,0.116146,0.085272,0.061052,2595
0.052005,0.247645,0.543715,0.135263,0.161829,0.122728,0.175956,0.139604,0.136967,0.109880,0.106476,2595
0.293815,0.308459,0.571754,0.167941,0.217070,0.145903,0.203521,0.183416,0.262012,0.133105,0.127627,2595
0.400901,0.375382,0.623363,0.204945,0.258972,0.176012,0.247725,0.217994,0.328764,0.151156,0.158568,2595
0.404224,0.479479,0.910680,0.271042,0.291405,0.232035,0.352030,0.245669,0.363201,0.179079,0.210124,2595
0.425124,0.533037,1.006352,0.301668,0.311915,0.270088,0.541174,0.261658,0.478120,0.187807,0.255980,2595
0.503779,0.587898,1.209632,0.332448,0.334116,0.309078,0.646660,0.335692,0.494609,0.194118,0.302318,2595
0.518883,0.664470,1.400687,0.374065,0.388385,0.350702,0.703667,0.379600,0.547163,0.231207,0.334427,2595
0.541445,0.739596,1.517593,0.426834,0.449926,0.387856,0.747397,0.428358,0.637635,0.273316,0.361511,2595
0.557531,0.816585,1.702532,0.468917,0.491011,0.431712,0.817548,0.462631,0.676436,0.297449,0.401927,2595
0.578082,0.867381,1.841440,0.489655,0.513407,0.501206,0.959475,0.478562,0.830690,0.305903,0.439626,2595
0.598217,0.933197,1.921895,0.534364,0.569050,0.535874,1.105340,0.521057,0.878224,0.339519,0.481287,2595
0.024793,0.083159,0.066150,0.060195,0.065369,0.039510,0.050208,0.053466,0.063592,0.048183,0.028944,2610
0.039898,0.159731,0.257205,0.101812,0.119637,0.081133,0.107215,0.097374,0.116146,0.085272,0.061052,2610
0.052005,0.247645,0.543715,0.135263,0.161829,0.122728,0.175956,0.139604,0.136967,0.109880,0.106476,2610
0.130660,0.302506,0.746995,0.166043,0.184030,0.161718,0.281443,0.213638,0.153456,0.116192,0.152815,2610
0.145764,0.379077,0.938050,0.207660,0.238298,0.203342,0.338449,0.257545,0.206010,0.153280,0.184923,2610
0.168326,0.454204,1.054956,0.260429,0.299840,0.240496,0.382179,0.306304,0.296482,0.195390,0.212007,2610
0.184412,0.531193,1.239895,0.302512,0.340924,0.284352,0.452331,0.340577,0.335283,0.219522,0.252423,2610
0.204963,0.581989,1.378803,0.323250,0.363321,0.353846,0.594258,0.356508,0.489537,0.227976,0.290122,2610
0.225098,0.647804,1.459258,0.367959,0.418964,0.388514,0.740122,0.399002,0.537071,0.261592,0.331783,2610
0.037135,0.071207,0.131200,0.036819,0.072990,0.032979,0.036930,0.057245,0.063820,0.051402,0.022160,2055
0.061929,0.154366,0.197351,0.097014,0.138359,0.072488,0.087138,0.110712,0.127412,0.099585,0.051104,2055
0.074036,0.242280,0.483861,0.130465,0.180551,0.114083,0.155879,0.152942,0.148233,0.124193,0.096527,2055
0.152691,0.297141,0.687140,0.161245,0.202752,0.153073,0.261366,0.226976,0.164722,0.130504,0.142866,2055
0.167795,0.373713,0.878195,0.202862,0.257021,0.194697,0.318372,0.270883,0.217276,0.167593,0.174974,2055
0.190357,0.448839,0.995102,0.255631,0.318562,0.231851,0.362102,0.319641,0.307749,0.209702,0.202058,2055
0.206443,0.525828,1.180041,0.297714,0.359647,0.275707,0.432254,0.353915,0.346550,0.233835,0.242474,2055
0.226994,0.576624,1.318949,0.318452,0.382043,0.345201,0.574181,0.369846,0.500803,0.242289,0.280173,2055
0.247129,0.642440,1.399403,0.363161,0.437686,0.379869,0.720045,0.412340,0.548338,0.275905,0.321835,2055
0.257800,0.707272,1.642292,0.433952,0.472632,0.428189,0.785042,0.453224,0.587371,0.293818,0.360410,2055
0.285014,0.787516,1.727155,0.486527,0.518317,0.469242,0.847931,0.491672,0.629443,0.321014,0.397859,2055
0.335523,0.919228,1.795218,0.520084,0.556492,0.501068,0.896339,0.522570,0.656970,0.338418,0.451014,2055
0.018811,0.081056,0.119106,0.051033,0.033910,0.046168,0.083378,0.029317,0.031858,0.018060,0.049111,1788
0.060094,0.161585,0.167727,0.109062,0.111360,0.080949,0.122859,0.091693,0.103274,0.076367,0.072697,1788
0.091757,0.240626,0.249873,0.159830,0.156068,0.120941,0.184488,0.129358,0.143436,0.102079,0.109946,1788
0.121080,0.320275,0.333388,0.211508,0.201269,0.161469,0.246753,0.167419,0.184557,0.128533,0.147297,1788
0.296079,0.444183,0.357504,0.239366,0.318518,0.182467,0.271527,0.205471,0.213900,0.177993,0.166697,1788
0.340796,0.496075,0.408551,0.270615,0.352223,0.212815,0.391282,0.230579,0.383122,0.194815,0.195319,1788
0.041284,0.080529,0.048621,0.058029,0.077450,0.034782,0.039481,0.062376,0.071416,0.058307,0.023586,2921
0.072946,0.159570,0.130767,0.108797,0.122158,0.074774,0.101110,0.100041,0.111578,0.084019,0.060835,2921
0.102270,0.239219,0.214282,0.160475,0.167359,0.115301,0.163375,0.138101,0.152699,0.110473,0.098186,2921
0.277269,0.363127,0.238399,0.188333,0.284608,0.136300,0.188149,0.176154,0.182042,0.159933,0.117586,2921
0.321986,0.415019,0.289446,0.219581,0.318313,0.166648,0.307904,0.201261,0.351264,0.176755,0.146208,2921
0.338599,0.500272,0.373065,0.281507,0.375544,0.210244,0.368278,0.248658,0.409345,0.218259,0.180104,2921
0.041284,0.080529,0.048621,0.058029,0.077450,0.034782,0.039481,0.062376,0.071416,0.058307,0.023586,2724
0.072946,0.159570,0.130767,0.108797,0.122158,0.074774,0.101110,0.100041,0.111578,0.084019,0.060835,2724
0.102270,0.239219,0.214282,0.160475,0.167359,0.115301,0.163375,0.138101,0.152699,0.110473,0.098186,2724
0.197854,0.297638,0.243657,0.194357,0.528960,0.140162,0.192483,0.180059,0.190803,0.125440,0.118843,2724
0.221560,0.372728,0.358106,0.281953,0.562960,0.180722,0.255718,0.207194,0.260621,0.142647,0.173681,2724
0.002880,0.076140,0.147578,0.185695,0.038429,0.039467,0.073666,0.023604,0.077380,0.021680,0.076290,2820
0.002880,0.076140,0.147578,0.185695,0.038429,0.039467,0.073666,0.023604,0.077380,0.021680,0.076290,2760
0.002880,0.076140,0.147578,0.185695,0.038429,0.039467,0.073666,0.023604,0.077380,0.021680,0.076290,2880
0.015525,0.053194,0.062553,0.414824,0.083253,0.028985,0.031962,0.045732,0.078318,0.024255,0.022104,2550
0.059780,0.127608,0.160206,0.521920,0.118901,0.064763,0.086760,0.073343,0.115925,0.040892,0.075699,2550
0.075865,0.074228,0.051459,0.046294,0.055706,0.032423,0.043017,0.045893,0.045057,0.031779,0.027793,2864
0.094984,0.427523,0.118298,0.082833,0.096028,0.063931,0.085154,0.076686,0.076300,0.051240,0.064102,2864
0.119407,0.482475,0.187657,0.116185,0.124572,0.098715,0.235009,0.098600,0.230432,0.065698,0.098983,2864
0.052971,0.068925,0.070821,0.041926,0.045996,0.032468,0.045488,0.037769,0.036337,0.056536,0.038719,3139
0.120213,0.566229,0.098270,0.070521,0.094868,0.055095,0.070688,0.073416,0.067759,0.077493,0.058214,3139
0.143579,0.617982,0.128882,0.790816,0.149273,0.080791,0.098570,0.105913,0.159248,0.105652,0.077153,3139
0.168003,0.672934,0.198241,0.824167,0.177818,0.115575,0.248425,0.127827,0.313381,0.120109,0.112033,3139
0.067241,0.497304,0.027449,0.028595,0.048872,0.022627,0.025201,0.035647,0.031422,0.020957,0.019494,3061
0.090608,0.549057,0.058061,0.748890,0.103277,0.048323,0.053083,0.068144,0.122911,0.049115,0.038434,3061
0.106848,0.635900,0.140030,0.811476,0.160480,0.091663,0.113221,0.116258,0.180251,0.091481,0.071992,3061
0.067241,0.497304,0.027449,0.028595,0.048872,0.022627,0.025201,0.035647,0.031422,0.020957,0.019494,3416
0.090608,0.549057,0.058061,0.748890,0.103277,0.048323,0.053083,0.068144,0.122911,0.049115,0.038434,3416
0.106848,0.635900,0.140030,0.811476,0.160480,0.091663,0.113221,0.116258,0.180251,0.091481,0.071992,3416
0.003837,0.104995,0.182421,0.063078,0.030411,0.076364,0.111272,0.025203,0.040031,0.042403,0.050318,2880
0.041962,0.177338,0.226189,0.114495,0.100645,0.139242,0.147686,0.082172,0.102105,0.153999,0.072217,2880
0.040272,0.073937,0.051368,0.050281,0.074307,0.057929,0.034224,0.058538,0.066239,0.054468,0.021469,2699
